image_id,mode,factuality,consistency,hallucination,latency_ms
IMG_001,V,0.6666666666666666,1.0,0.0,0.0
IMG_001,VL,0.3333333333333333,1.0,0.0,0.0
IMG_001,VGL,0.3333333333333333,1.0,0.0,0.0
IMG_002,V,1.0,1.0,1.0,0.0
IMG_002,VL,0.0,1.0,0.0,0.0
IMG_002,VGL,0.0,1.0,0.0,0.0
IMG_003,V,1.0,1.0,1.0,0.0
IMG_003,V+L,0.5,1.0,0.0,0.0
IMG_003,V→G→L,0.5,1.0,0.0,0.0
